NAME_1;CountryCode;sub_region_gadm;;
leningrad;ru;leningrad;;
lipetsk;ru;lipetsk;;
maga buryatdan;ru;maga buryatdan;;
mariy-el;ru;mariy-el;;
mordovia;ru;mordovia;;
moscow city;ru;moscow city;;
moskva;ru;moskva;;
murmansk;ru;murmansk;;
nenets;ru;nenets;;
nizhegorod;ru;nizhegorod;;
north ossetia;ru;north ossetia;;
novgorod;ru;novgorod;;
novosibirsk;ru;novosibirsk;;
omsk;ru;omsk;;
orel;ru;orel;;
orenburg;ru;orenburg;;
penza;ru;penza;;
perm';ru;perm';;
primor'ye;ru;primor'ye;;
pskov;ru;pskov;;
rostov;ru;rostov;;
ryazan';ru;ryazan';;
sakha;ru;sakha;;
sakhalin;ru;sakhalin;;
samara;ru;samara;;
saratov;ru;saratov;;
smolensk;ru;smolensk;;
stavropol';ru;stavropol';;
sverdlovsk;ru;sverdlovsk;;
tambov;ru;tambov;;
tatarstan;ru;tatarstan;;
tomsk;ru;tomsk;;
tula;ru;tula;;
tuva;ru;tuva;;
tver';ru;tver';;
tyumen';ru;tyumen';;
udmurt;ru;udmurt;;
ul'yanovsk;ru;ul'yanovsk;;
vladimir;ru;vladimir;;
volgograd;ru;volgograd;;
vologda;ru;vologda;;
voronezh;ru;voronezh;;
yamal-nenets;ru;yamal-nenets;;
yaroslavl';ru;yaroslavl';;
yevrey;ru;yevrey;;
zabaykal'ye;ru;zabaykal'ye;;
amajyaruguru;rw;amajyaruguru;;
amajyepfo;rw;amajyepfo;;
iburasirazuba;rw;iburasirazuba;;
iburengerazuba;rw;iburengerazuba;;
umujyi wa kigali;rw;umujyi wa kigali;;
`asir;sa;`asir;;
al bahah;sa;al bahah;;
al hudud ash shamaliyah;sa;al hudud ash shamaliyah;;
al jawf;sa;al jawf;;
al madinah;sa;al madinah;;
al quassim;sa;al quassim;;
ar riyad;sa;ar riyad;;
ash sharqiyah;sa;ash sharqiyah;;
ha'il;sa;ha'il;;
jizan;sa;jizan;;
makkah;sa;makkah;;
najran;sa;najran;;
tabuk;sa;tabuk;;
central;sb;central;;
choiseul;sb;choiseul;;
guadalcanal;sb;guadalcanal;;
honiara;sb;honiara;;
isabel;sb;isabel;;
makira ulawa;sb;makira ulawa;;
malaita;sb;malaita;;
rennell and bellona;sb;rennell and bellona;;
temotu;sb;temotu;;
western;sb;western;;
anse aux pins;sc;anse aux pins;;
anse boileau;sc;anse boileau;;
anse étoile;sc;anse étoile;;
anse royale;sc;anse royale;;
au cap;sc;au cap;;
baie lazare;sc;baie lazare;;
baie sainte anne;sc;baie sainte anne;;
beau vallon;sc;beau vallon;;
bel air;sc;bel air;;
belombre;sc;belombre;;
cascade;sc;cascade;;
english river;sc;english river;;
glacis;sc;glacis;;
grand' anse;sc;grand' anse;;
grand'anse praslin;sc;grand'anse praslin;;
la digue and inner islands;sc;la digue and inner islands;;
les mamelles;sc;les mamelles;;
mont buxton;sc;mont buxton;;
mont fleuri;sc;mont fleuri;;
outer islands;sc;outer islands;;
plaisance;sc;plaisance;;
pointe la rue;sc;pointe la rue;;
port glaud;sc;port glaud;;
roche caïman;sc;roche caïman;;
saint louis;sc;saint louis;;
takamaka;sc;takamaka;;
al jazirah;sd;al jazirah;;
al qadarif;sd;al qadarif;;
blue nile;sd;blue nile;;
central darfur;sd;central darfur;;
east darfur;sd;east darfur;;
kassala;sd;kassala;;
khartoum;sd;khartoum;;
north darfur;sd;north darfur;;
north kurdufan;sd;north kurdufan;;
northern;sd;northern;;
red sea;sd;red sea;;
river nile;sd;river nile;;
sennar;sd;sennar;;
south darfur;sd;south darfur;;
south kurdufan;sd;south kurdufan;;
west darfur;sd;west darfur;;
west kurdufan;sd;west kurdufan;;
white nile;sd;white nile;;
central equatoria;sd;central equatoria;;
eastern equatoria;sd;eastern equatoria;;
jungoli;sd;jungoli;;
lakes;sd;lakes;;
north bahr-al-ghazal;sd;north bahr-al-ghazal;;
unity;sd;unity;;
upper nile;sd;upper nile;;
warap;sd;warap;;
west bahr-al-ghazal;sd;west bahr-al-ghazal;;
west equatoria;sd;west equatoria;;
blekinge;se;blekinge;;
dalarna;se;dalarna;;
gävleborg;se;gävleborg;;
gotland;se;gotland;;
halland;se;halland;;
jämtland;se;jämtland;;
jönköping;se;jönköping;;
kalmar;se;kalmar;;
kronoberg;se;kronoberg;;
norrbotten;se;norrbotten;;
orebro;se;orebro;;
östergötland;se;östergötland;;
skåne;se;skåne;;
södermanland;se;södermanland;;
stockholm;se;stockholm;;
uppsala;se;uppsala;;
värmland;se;värmland;;
västerbotten;se;västerbotten;;
västernorrland;se;västernorrland;;
västmanland;se;västmanland;;
västra götaland;se;västra götaland;;
central;sg;central;;
east;sg;east;;
north;sg;north;;
north-east;sg;north-east;;
west;sg;west;;
ascension;sh;ascension;;
saint helena;sh;saint helena;;
tristan da cunha;sh;tristan da cunha;;
gorenjska;si;gorenjska;;
goriška;si;goriška;;
koroška;si;koroška;;
notranjsko-kraška;si;notranjsko-kraška;;
obalno-kraška;si;obalno-kraška;;
osrednjeslovenska;si;osrednjeslovenska;;
podravska;si;podravska;;
pomurska;si;pomurska;;
savinjska;si;savinjska;;
spodnjeposavska;si;spodnjeposavska;;
zasavska;si;zasavska;;
jan mayen;sj;jan mayen;;
svalbard;sj;svalbard;;
banskobystrický;sk;banskobystrický;;
bratislavský;sk;bratislavský;;
košický;sk;košický;;
nitriansky;sk;nitriansky;;
prešovský;sk;prešovský;;
trenciansky;sk;trenciansky;;
trnavský;sk;trnavský;;
žilinský;sk;žilinský;;
eastern;sl;eastern;;
northern;sl;northern;;
southern;sl;southern;;
western;sl;western;;
acquaviva;sm;acquaviva;;
borgo maggiore;sm;borgo maggiore;;
chiesanuova;sm;chiesanuova;;
domagnano;sm;domagnano;;
faetano;sm;faetano;;
fiorentino;sm;fiorentino;;
montegiardino;sm;montegiardino;;
san marino;sm;san marino;;
serravalle;sm;serravalle;;
dakar;sn;dakar;;
diourbel;sn;diourbel;;
fatick;sn;fatick;;
kaffrine;sn;kaffrine;;
kaolack;sn;kaolack;;
kédougou;sn;kédougou;;
kolda;sn;kolda;;
louga;sn;louga;;
matam;sn;matam;;
saint-louis;sn;saint-louis;;
sédhiou;sn;sédhiou;;
tambacounda;sn;tambacounda;;
thiès;sn;thiès;;
ziguinchor;sn;ziguinchor;;
awdal;so;awdal;;
bakool;so;bakool;;
banaadir;so;banaadir;;
bari;so;bari;;
bay;so;bay;;
galguduud;so;galguduud;;
gedo;so;gedo;;
hiiraan;so;hiiraan;;
jubbada dhexe;so;jubbada dhexe;;
jubbada hoose;so;jubbada hoose;;
mudug;so;mudug;;
nugaal;so;nugaal;;
sanaag;so;sanaag;;
shabeellaha dhexe;so;shabeellaha dhexe;;
shabeellaha hoose;so;shabeellaha hoose;;
sool;so;sool;;
togdheer;so;togdheer;;
woqooyi galbeed;so;woqooyi galbeed;;
brokopondo;sr;brokopondo;;
commewijne;sr;commewijne;;
coronie;sr;coronie;;
marowijne;sr;marowijne;;
nickerie;sr;nickerie;;
para;sr;para;;
paramaribo;sr;paramaribo;;
saramacca;sr;saramacca;;
sipaliwini;sr;sipaliwini;;
wanica;sr;wanica;;
príncipe;st;príncipe;;
são tomé;st;são tomé;;
ahuachapán;sv;ahuachapán;;
cabañas;sv;cabañas;;
chalatenango;sv;chalatenango;;
cuscatlán;sv;cuscatlán;;
la libertad;sv;la libertad;;
la paz;sv;la paz;;
la unión;sv;la unión;;
morazán;sv;morazán;;
san miguel;sv;san miguel;;
san salvador;sv;san salvador;;
san vicente;sv;san vicente;;
santa ana;sv;santa ana;;
sonsonate;sv;sonsonate;;
usulután;sv;usulután;;
jugovzhodna slovenija;sv;jugovzhodna slovenija;;
NA;sy;NA;;
aleppo;sy;aleppo;;
ar raqqah;sy;ar raqqah;;
as suwayda';sy;as suwayda';;
damascus;sy;damascus;;
dar`a;sy;dar`a;;
dayr az zawr;sy;dayr az zawr;;
hamah;sy;hamah;;
hims;sy;hims;;
idlib;sy;idlib;;
lattakia;sy;lattakia;;
quneitra;sy;quneitra;;
rif dimashq;sy;rif dimashq;;
tartus;sy;tartus;;
hhohho;sz;hhohho;;
lubombo;sz;lubombo;;
manzini;sz;manzini;;
shiselweni;sz;shiselweni;;
grand turk;tc;grand turk;;
middle caicos;tc;middle caicos;;
north caicos;tc;north caicos;;
providenciales and west caicos;tc;providenciales and west caicos;;
salt cay;tc;salt cay;;
south caicos and east caicos;tc;south caicos and east caicos;;
barh el ghazel;td;barh el ghazel;;
batha;td;batha;;
borkou;td;borkou;;
chari-baguirmi;td;chari-baguirmi;;
ennedi est;td;ennedi est;;
ennedi ouest;td;ennedi ouest;;
guéra;td;guéra;;
hadjer-lamis;td;hadjer-lamis;;
kanem;td;kanem;;
lac;td;lac;;
logone occidental;td;logone occidental;;
logone oriental;td;logone oriental;;
mandoul;td;mandoul;;
mayo-kebbi est;td;mayo-kebbi est;;
mayo-kebbi ouest;td;mayo-kebbi ouest;;
moyen-chari;td;moyen-chari;;
ouaddaï;td;ouaddaï;;
salamat;td;salamat;;
sila;td;sila;;
tandjilé;td;tandjilé;;
tibesti;td;tibesti;;
ville de n'djamena;td;ville de n'djamena;;
wadi fira;td;wadi fira;;
îles crozet;tf;îles crozet;;
îles saint paul et amsterdam;tf;îles saint paul et amsterdam;;
kerguelen;tf;kerguelen;;
centre;tg;centre;;
kara;tg;kara;;
maritime;tg;maritime;;
plateaux;tg;plateaux;;
savanes;tg;savanes;;
amnat charoen;th;amnat charoen;;
ang thong;th;ang thong;;
bangkok metropolis;th;bangkok metropolis;;
bueng kan;th;bueng kan;;
buri ram;th;buri ram;;
chachoengsao;th;chachoengsao;;
chai nat;th;chai nat;;
chaiyaphum;th;chaiyaphum;;
chanthaburi;th;chanthaburi;;
chiang mai;th;chiang mai;;
chiang rai;th;chiang rai;;
chon buri;th;chon buri;;
chumphon;th;chumphon;;
kalasin;th;kalasin;;
kamphaeng phet;th;kamphaeng phet;;
kanchanaburi;th;kanchanaburi;;
khon kaen;th;khon kaen;;
krabi;th;krabi;;
lampang;th;lampang;;
lamphun;th;lamphun;;
loei;th;loei;;
lop buri;th;lop buri;;
mae hong son;th;mae hong son;;
maha sarakham;th;maha sarakham;;
mukdahan;th;mukdahan;;
nakhon nayok;th;nakhon nayok;;
nakhon pathom;th;nakhon pathom;;
nakhon phanom;th;nakhon phanom;;
nakhon ratchasima;th;nakhon ratchasima;;
nakhon sawan;th;nakhon sawan;;
nakhon si thammarat;th;nakhon si thammarat;;
nan;th;nan;;
narathiwat;th;narathiwat;;
nong bua lam phu;th;nong bua lam phu;;
nong khai;th;nong khai;;
nonthaburi;th;nonthaburi;;
pathum thani;th;pathum thani;;
pattani;th;pattani;;
phangnga;th;phangnga;;
phatthalung;th;phatthalung;;
phayao;th;phayao;;
phetchabun;th;phetchabun;;
phetchaburi;th;phetchaburi;;
phichit;th;phichit;;
phitsanulok;th;phitsanulok;;
phra nakhon si ayutthaya;th;phra nakhon si ayutthaya;;
phrae;th;phrae;;
phuket;th;phuket;;
prachin buri;th;prachin buri;;
prachuap khiri khan;th;prachuap khiri khan;;
ranong;th;ranong;;
ratchaburi;th;ratchaburi;;
rayong;th;rayong;;
roi et;th;roi et;;
sa kaeo;th;sa kaeo;;
sakon nakhon;th;sakon nakhon;;
samut prakan;th;samut prakan;;
samut sakhon;th;samut sakhon;;
samut songkhram;th;samut songkhram;;
saraburi;th;saraburi;;
satun;th;satun;;
si sa ket;th;si sa ket;;
sing buri;th;sing buri;;
songkhla;th;songkhla;;
sukhothai;th;sukhothai;;
suphan buri;th;suphan buri;;
surat thani;th;surat thani;;
surin;th;surin;;
tak;th;tak;;
trang;th;trang;;
trat;th;trat;;
ubon ratchathani;th;ubon ratchathani;;
udon thani;th;udon thani;;
uthai thani;th;uthai thani;;
uttaradit;th;uttaradit;;
yala;th;yala;;
yasothon;th;yasothon;;
dushanbe;tj;dushanbe;;
gorno-badakhshan;tj;gorno-badakhshan;;
khatlon;tj;khatlon;;
leninabad;tj;leninabad;;
tadzhikistan territories;tj;tadzhikistan territories;;
anafu;tk;anafu;;
fakaofo;tk;fakaofo;;
nukunonu;tk;nukunonu;;
ahal;tm;ahal;;
asgabat;tm;asgabat;;
balkan;tm;balkan;;
chardzhou;tm;chardzhou;;
mary;tm;mary;;
tashauz;tm;tashauz;;
ariana;tn;ariana;;
béja;tn;béja;;
ben arous (tunis sud);tn;ben arous (tunis sud);;
bizerte;tn;bizerte;;
gabès;tn;gabès;;
gafsa;tn;gafsa;;
jendouba;tn;jendouba;;
kairouan;tn;kairouan;;
kassérine;tn;kassérine;;
kebili;tn;kebili;;
le kef;tn;le kef;;
mahdia;tn;mahdia;;
manubah;tn;manubah;;
médenine;tn;médenine;;
monastir;tn;monastir;;
nabeul;tn;nabeul;;
sfax;tn;sfax;;
sidi bou zid;tn;sidi bou zid;;
siliana;tn;siliana;;
sousse;tn;sousse;;
tataouine;tn;tataouine;;
tozeur;tn;tozeur;;
tunis;tn;tunis;;
zaghouan;tn;zaghouan;;
'eua;to;'eua;;
ha'apai;to;ha'apai;;
niuas;to;niuas;;
tongatapu;to;tongatapu;;
vava'u;to;vava'u;;
aileu;tp;aileu;;
ainaro;tp;ainaro;;
ambeno;tp;ambeno;;
baucau;tp;baucau;;
bobonaro;tp;bobonaro;;
covalima;tp;covalima;;
dili;tp;dili;;
ermera;tp;ermera;;
lautém;tp;lautém;;
liquiçá;tp;liquiçá;;
manatuto;tp;manatuto;;
manufahi;tp;manufahi;;
viqueque;tp;viqueque;;
adana;tr;adana;;
adiyaman;tr;adiyaman;;
afyon;tr;afyon;;
agri;tr;agri;;
aksaray;tr;aksaray;;
amasya;tr;amasya;;
ankara;tr;ankara;;
antalya;tr;antalya;;
ardahan;tr;ardahan;;
artvin;tr;artvin;;
aydin;tr;aydin;;
balikesir;tr;balikesir;;
bartin;tr;bartin;;
batman;tr;batman;;
bayburt;tr;bayburt;;
bilecik;tr;bilecik;;
bingöl;tr;bingöl;;
bitlis;tr;bitlis;;
bolu;tr;bolu;;
burdur;tr;burdur;;
bursa;tr;bursa;;
çanakkale;tr;çanakkale;;
çankiri;tr;çankiri;;
çorum;tr;çorum;;
denizli;tr;denizli;;
diyarbakir;tr;diyarbakir;;
düzce;tr;düzce;;
edirne;tr;edirne;;
elazig;tr;elazig;;
erzincan;tr;erzincan;;
erzurum;tr;erzurum;;
eskisehir;tr;eskisehir;;
gaziantep;tr;gaziantep;;
giresun;tr;giresun;;
gümüshane;tr;gümüshane;;
hakkari;tr;hakkari;;
hatay;tr;hatay;;
igdir;tr;igdir;;
isparta;tr;isparta;;
istanbul;tr;istanbul;;
izmir;tr;izmir;;
k. maras;tr;k. maras;;
karabük;tr;karabük;;
karaman;tr;karaman;;
kars;tr;kars;;
kastamonu;tr;kastamonu;;
kayseri;tr;kayseri;;
kilis;tr;kilis;;
kinkkale;tr;kinkkale;;
kirklareli;tr;kirklareli;;
kirsehir;tr;kirsehir;;
kocaeli;tr;kocaeli;;
konya;tr;konya;;
kütahya;tr;kütahya;;
malatya;tr;malatya;;
manisa;tr;manisa;;
mardin;tr;mardin;;
mersin;tr;mersin;;
mugla;tr;mugla;;
mus;tr;mus;;
nevsehir;tr;nevsehir;;
nigde;tr;nigde;;
ordu;tr;ordu;;
osmaniye;tr;osmaniye;;
rize;tr;rize;;
sakarya;tr;sakarya;;
samsun;tr;samsun;;
sanliurfa;tr;sanliurfa;;
siirt;tr;siirt;;
sinop;tr;sinop;;
sirnak;tr;sirnak;;
sivas;tr;sivas;;
tekirdag;tr;tekirdag;;
tokat;tr;tokat;;
trabzon;tr;trabzon;;
tunceli;tr;tunceli;;
usak;tr;usak;;
van;tr;van;;
yalova;tr;yalova;;
yozgat;tr;yozgat;;
zinguldak;tr;zinguldak;;
arima;tt;arima;;
chaguanas;tt;chaguanas;;
couva-tabaquite-talparo;tt;couva-tabaquite-talparo;;
diego martin;tt;diego martin;;
mayaro/rio claro;tt;mayaro/rio claro;;
penal-debe;tt;penal-debe;;
point fortin;tt;point fortin;;
port of spain;tt;port of spain;;
princes town;tt;princes town;;
san fernando;tt;san fernando;;
san juan-laventille;tt;san juan-laventille;;
sangre grande;tt;sangre grande;;
siparia;tt;siparia;;
tobago;tt;tobago;;
tunapuna/piarco;tt;tunapuna/piarco;;
funafuti;tv;funafuti;;
nanumanga;tv;nanumanga;;
nanumea;tv;nanumea;;
niulakita;tv;niulakita;;
niutao;tv;niutao;;
nui;tv;nui;;
nukufetau;tv;nukufetau;;
nukulaelae;tv;nukulaelae;;
vaitupu;tv;vaitupu;;
fujian;tw;fujian;kaohsiung;
kaohsiung;tw;kaohsiung;new taipei;
new taipei;tw;new taipei;taichung;
taichung;tw;taichung;tainan;
tainan;tw;tainan;taipei;
taipei;tw;taipei;taiwan;
taiwan;tw;taiwan;taiwan;
arusha;tz;arusha;;
dar es salaam;tz;dar es salaam;;
dodoma;tz;dodoma;;
geita;tz;geita;;
iringa;tz;iringa;;
kagera;tz;kagera;;
katavi;tz;katavi;;
kigoma;tz;kigoma;;
kilimanjaro;tz;kilimanjaro;;
lindi;tz;lindi;;
manyara;tz;manyara;;
mara;tz;mara;;
mbeya;tz;mbeya;;
morogoro;tz;morogoro;;
mtwara;tz;mtwara;;
mwanza;tz;mwanza;;
njombe;tz;njombe;;
pemba north;tz;pemba north;;
pemba south;tz;pemba south;;
pwani;tz;pwani;;
rukwa;tz;rukwa;;
ruvuma;tz;ruvuma;;
shinyanga;tz;shinyanga;;
simiyu;tz;simiyu;;
singida;tz;singida;;
tabora;tz;tabora;;
tanga;tz;tanga;;
zanzibar north;tz;zanzibar north;;
zanzibar south and central;tz;zanzibar south and central;;
zanzibar west;tz;zanzibar west;;
cherkasy;ua;cherkasy;;
chernihiv;ua;chernihiv;;
chernivtsi;ua;chernivtsi;;
crimea;ua;crimea;;
dnipropetrovs'k;ua;dnipropetrovs'k;;
donets'k;ua;donets'k;;
ivano-frankivs'k;ua;ivano-frankivs'k;;
kharkiv;ua;kharkiv;;
kherson;ua;kherson;;
khmel'nyts'kyy;ua;khmel'nyts'kyy;;
kiev;ua;kiev;;
kiev city;ua;kiev city;;
kirovohrad;ua;kirovohrad;;
l'viv;ua;l'viv;;
luhans'k;ua;luhans'k;;
mykolayiv;ua;mykolayiv;;
odessa;ua;odessa;;
poltava;ua;poltava;;
rivne;ua;rivne;;
sevastopol';ua;sevastopol';;
sumy;ua;sumy;;
ternopil';ua;ternopil';;
transcarpathia;ua;transcarpathia;;
vinnytsya;ua;vinnytsya;;
volyn;ua;volyn;;
zaporizhzhya;ua;zaporizhzhya;;
zhytomyr;ua;zhytomyr;;
adjumani;ug;adjumani;;
apac;ug;apac;;
arua;ug;arua;;
bugiri;ug;bugiri;;
bundibugyo;ug;bundibugyo;;
bushenyi;ug;bushenyi;;
busia;ug;busia;;
gulu;ug;gulu;;
hoima;ug;hoima;;
iganga;ug;iganga;;
jinja;ug;jinja;;
kabale;ug;kabale;;
kabarole;ug;kabarole;;
kaberamaido;ug;kaberamaido;;
kalangala;ug;kalangala;;
kampala;ug;kampala;;
kamuli;ug;kamuli;;
kamwenge;ug;kamwenge;;
kanungu;ug;kanungu;;
kapchorwa;ug;kapchorwa;;
kasese;ug;kasese;;
katakwi;ug;katakwi;;
kayunga;ug;kayunga;;
kibale;ug;kibale;;
kiboga;ug;kiboga;;
kisoro;ug;kisoro;;
kitgum;ug;kitgum;;
kotido;ug;kotido;;
kumi;ug;kumi;;
kyenjojo;ug;kyenjojo;;
lake albert;ug;lake albert;;
lake victoria;ug;lake victoria;;
lira;ug;lira;;
luwero;ug;luwero;;
masaka;ug;masaka;;
masindi;ug;masindi;;
mayuge;ug;mayuge;;
mbale;ug;mbale;;
mbarara;ug;mbarara;;
moroto;ug;moroto;;
moyo;ug;moyo;;
mpigi;ug;mpigi;;
mubende;ug;mubende;;
mukono;ug;mukono;;
nakapiripirit;ug;nakapiripirit;;
nakasongola;ug;nakasongola;;
nebbi;ug;nebbi;;
ntungamo;ug;ntungamo;;
pader;ug;pader;;
pallisa;ug;pallisa;;
rakai;ug;rakai;;
rukungiri;ug;rukungiri;;
sembabule;ug;sembabule;;
sironko;ug;sironko;;
soroti;ug;soroti;;
tororo;ug;tororo;;
wakiso;ug;wakiso;;
yumbe;ug;yumbe;;
baker;us;baker;;
howland;us;howland;;
jarvis island;us;jarvis island;;
johnston;us;johnston;;
kingman reef;us;kingman reef;;
midway;us;midway;;
navassa;us;navassa;;
palmyra;us;palmyra;;
wake;us;wake;;
alabama;us;alabama;;
alaska;us;alaska;;
arizona;us;arizona;;
arkansas;us;arkansas;;
california;us;california;;
colorado;us;colorado;;
connecticut;us;connecticut;;
delaware;us;delaware;;
district of columbia;us;district of columbia;;
florida;us;florida;;
georgia;us;georgia;;
hawaii;us;hawaii;;
idaho;us;idaho;;
illinois;us;illinois;;
indiana;us;indiana;;
iowa;us;iowa;;
kansas;us;kansas;;
kentucky;us;kentucky;;
louisiana;us;louisiana;;
maine;us;maine;;
maryland;us;maryland;;
massachusetts;us;massachusetts;;
michigan;us;michigan;;
minnesota;us;minnesota;;
mississippi;us;mississippi;;
missouri;us;missouri;;
montana;us;montana;;
nebraska;us;nebraska;;
nevada;us;nevada;;
new hampshire;us;new hampshire;;
new jersey;us;new jersey;;
new mexico;us;new mexico;;
new york;us;new york;;
north carolina;us;north carolina;;
north dakota;us;north dakota;;
ohio;us;ohio;;
oklahoma;us;oklahoma;;
oregon;us;oregon;;
pennsylvania;us;pennsylvania;;
rhode island;us;rhode island;;
south carolina;us;south carolina;;
south dakota;us;south dakota;;
tennessee;us;tennessee;;
texas;us;texas;;
utah;us;utah;;
vermont;us;vermont;;
virginia;us;virginia;;
washington;us;washington;;
west virginia;us;west virginia;;
wisconsin;us;wisconsin;;
wyoming;us;wyoming;;
artigas;uy;artigas;;
canelones;uy;canelones;;
cerro largo;uy;cerro largo;;
colonia;uy;colonia;;
durazno;uy;durazno;;
flores;uy;flores;;
florida;uy;florida;;
lavalleja;uy;lavalleja;;
maldonado;uy;maldonado;;
montevideo;uy;montevideo;;
paysandú;uy;paysandú;;
río negro;uy;río negro;;
rivera;uy;rivera;;
rocha;uy;rocha;;
salto;uy;salto;;
san josé;uy;san josé;;
soriano;uy;soriano;;
tacuarembó;uy;tacuarembó;;
treinta y tres;uy;treinta y tres;;
andijon;uz;andijon;;
bukhoro;uz;bukhoro;;
ferghana;uz;ferghana;;
jizzakh;uz;jizzakh;;
karakalpakstan;uz;karakalpakstan;;
kashkadarya;uz;kashkadarya;;
khorezm;uz;khorezm;;
namangan;uz;namangan;;
navoi;uz;navoi;;
samarkand;uz;samarkand;;
sirdaryo;uz;sirdaryo;;
surkhandarya;uz;surkhandarya;;
tashkent;uz;tashkent;;
tashkent city;uz;tashkent city;;
charlotte;vc;charlotte;;
grenadines;vc;grenadines;;
saint andrew;vc;saint andrew;;
saint david;vc;saint david;;
saint george;vc;saint george;;
saint patrick;vc;saint patrick;;
amazonas;ve;amazonas;;
anzoátegui;ve;anzoátegui;;
apure;ve;apure;;
aragua;ve;aragua;;
barinas;ve;barinas;;
bolívar;ve;bolívar;;
carabobo;ve;carabobo;;
cojedes;ve;cojedes;;
delta amacuro;ve;delta amacuro;;
dependencias federales;ve;dependencias federales;;
distrito capital;ve;distrito capital;;
falcón;ve;falcón;;
guárico;ve;guárico;;
lara;ve;lara;;
mérida;ve;mérida;;
miranda;ve;miranda;;
monagas;ve;monagas;;
nueva esparta;ve;nueva esparta;;
portuguesa;ve;portuguesa;;
sucre;ve;sucre;;
táchira;ve;táchira;;
trujillo;ve;trujillo;;
vargas;ve;vargas;;
yaracuy;ve;yaracuy;;
zulia;ve;zulia;;
anegada;vg;anegada;;
jost van dyke;vg;jost van dyke;;
other islands;vg;other islands;;
tortola;vg;tortola;;
virgin gorda;vg;virgin gorda;;
saint croix;vi;saint croix;;
saint john;vi;saint john;;
saint thomas;vi;saint thomas;;
an giang;vn;an giang;;
NA;vn;NA;;
NA;vn;NA;;
NA;vn;NA;;
NA;vn;NA;;
NA;vn;NA;;
NA;vn;NA;;
NA;vn;NA;;
bình duong;vn;bình duong;;
NA;vn;NA;;
NA;vn;NA;;
NA;vn;NA;;
cà mau;vn;cà mau;;
NA;vn;NA;;
NA;vn;NA;;
NA;vn;NA;;
NA;vn;NA;;
NA;vn;NA;;
NA;vn;NA;;
NA;vn;NA;;
gia lai;vn;gia lai;;
NA;vn;NA;;
NA;vn;NA;;
NA;vn;NA;;
NA;vn;NA;;
hà giang;vn;hà giang;;
NA;vn;NA;;
hà nam;vn;hà nam;;
hà tinh;vn;hà tinh;;
hoà bình;vn;hoà bình;;
hung yên;vn;hung yên;;
khánh hòa;vn;khánh hòa;;
kiên giang;vn;kiên giang;;
kon tum;vn;kon tum;;
NA;vn;NA;;
lai châu;vn;lai châu;;
NA;vn;NA;;
lào cai;vn;lào cai;;
long an;vn;long an;;
NA;vn;NA;;
NA;vn;NA;;
ninh bình;vn;ninh bình;;
NA;vn;NA;;
NA;vn;NA;;
phú yên;vn;phú yên;;
NA;vn;NA;;
NA;vn;NA;;
NA;vn;NA;;
NA;vn;NA;;
NA;vn;NA;;
sóc trang;vn;sóc trang;;
son la;vn;son la;;
tây ninh;vn;tây ninh;;
NA;vn;NA;;
thái bình;vn;thái bình;;
thái nguyên;vn;thái nguyên;;
thanh hóa;vn;thanh hóa;;
NA;vn;NA;;
trà vinh;vn;trà vinh;;
tuyên quang;vn;tuyên quang;;
vinh long;vn;vinh long;;
vinh phúc;vn;vinh phúc;;
yên bái;vn;yên bái;;
malampa;vu;malampa;;
penama;vu;penama;;
sanma;vu;sanma;;
shefa;vu;shefa;;
tafea;vu;tafea;;
torba;vu;torba;;
alo;wf;alo;;
singave;wf;singave;;
uvéa;wf;uvéa;;
a'ana;ws;a'ana;;
aiga-i-le-tai;ws;aiga-i-le-tai;;
atua;ws;atua;;
fa'asaleleaga;ws;fa'asaleleaga;;
gaga'emauga;ws;gaga'emauga;;
gagaifomauga;ws;gagaifomauga;;
palauli;ws;palauli;;
satupa'itea;ws;satupa'itea;;
tuamasaga;ws;tuamasaga;;
va'a-o-fonoti;ws;va'a-o-fonoti;;
vaisigano;ws;vaisigano;;
akrotiri;xa;akrotiri;;
dhekelia;xa;dhekelia;;
ðakovica;xk;ðakovica;;
gnjilane;xk;gnjilane;;
pristina;xk;pristina;;
uroševac;xk;uroševac;;
`adan;ye;`adan;;
abyan;ye;abyan;;
al bayda';ye;al bayda';;
al dali';ye;al dali';;
al hudaydah;ye;al hudaydah;;
al jawf;ye;al jawf;;
al mahrah;ye;al mahrah;;
al mahwit;ye;al mahwit;;
amanat al asimah;ye;amanat al asimah;;
amran;ye;amran;;
dhamar;ye;dhamar;;
hadramawt;ye;hadramawt;;
hajjah;ye;hajjah;;
ibb;ye;ibb;;
lahij;ye;lahij;;
ma'rib;ye;ma'rib;;
raymah;ye;raymah;;
sa`dah;ye;sa`dah;;
san`a';ye;san`a';;
shabwah;ye;shabwah;;
ta`izz;ye;ta`izz;;
acoua;yt;acoua;;
bandraboua;yt;bandraboua;;
bandrele;yt;bandrele;;
boueni;yt;boueni;;
chiconi;yt;chiconi;;
chirongui;yt;chirongui;;
dembeni;yt;dembeni;;
dzaoudzi;yt;dzaoudzi;;
kani-keli;yt;kani-keli;;
koungou;yt;koungou;;
m'tsangamouji;yt;m'tsangamouji;;
mamoudzou;yt;mamoudzou;;
mtsamboro;yt;mtsamboro;;
ouangani;yt;ouangani;;
pamandzi;yt;pamandzi;;
sada;yt;sada;;
tsingoni;yt;tsingoni;;
eastern cape;za;eastern cape;;
free state;za;free state;;
